code_param_id	code_param	method_id	method  num_nodes    bandwidth  max_load    max_load_max    max_load_min
a   (6,3,3)     a   RDPM        100     34941.44    428.92   448    414
a   (6,3,3)     b   BWPM        100     8937.0      146.44   160    141
a   (6,3,3)     c   BTPM        100     8943.68     107.6    110    104
b   (8,4,2)     a   RDPM        100     45858.88    531.8    556    513
b   (8,4,2)     b   BWPM        100     11039.2     220.52   229    216
b   (8,4,2)     c   BTPM        100     11044.16    126.32   128    124
a   (6,3,3)     a   RDPM        200     32512.72    222.32   235    210
a   (6,3,3)     b   BWPM        200     10972.8     115.52   123    108
a   (6,3,3)     c   BTPM        200     10976.52    69.52    70     68
b   (8,4,2)     a   RDPM        200     42975.92    272.88   289    255
b   (8,4,2)     b   BWPM        200     12336.8     136.92   144    130
b   (8,4,2)     c   BTPM        200     12338.44    75.48    78     72
a   (6,3,3)     a   RDPM        300     31694.52    160.4    178    146
a   (6,3,3)     b   BWPM        300     12004.8     93.8     96     90
a   (6,3,3)     c   BTPM        300     12009.04    54.28    57     51
b   (8,4,2)     a   RDPM        300     42012.24    187.96   196    181
b   (8,4,2)     b   BWPM        300     13243.4     101.8    103    100
b   (8,4,2)     c   BTPM        300     13244.36    57.8     61     57
a   (6,3,3)     a   RDPM        400     31278.84    127.2    139    118
a   (6,3,3)     b   BWPM        400     12548.2     81.6     86     77
a   (6,3,3)     c   BTPM        400     12551.28    43.76    46     42
b   (8,4,2)     a   RDPM        400     41501.36    149.24   182    139
b   (8,4,2)     b   BWPM        400     13815.6     84.4     90     78
b   (8,4,2)     c   BTPM        400     13816.2     46.16    48     44
