code_param_id	code_param	method_id	method    bandwidth     max_load    max_load_max    max_load_min
a   (4,2,2)     a   RDPM    21385.56    267.8   296     251
a   (4,2,2)     b   BWPM    2483.6      60.68   67      56
a   (4,2,2)     c   BTPM    2483.68     33.4    35      32
b   (6,3,2)     a   RDPM    33234.76    395.04  419     373
b   (6,3,2)     b   BWPM    6429.2      135.0   147     127
b   (6,3,2)     c   BTPM    6430.68     77.6    82      76
c   (8,4,2)     a   RDPM    45874.8     533.68  554     505
c   (8,4,2)     b   BWPM    11047.2     215.16  218     211
c   (8,4,2)     c   BTPM    11053.72    128.64  133     125
d   (4,2,3)     a   RDPM    22184.56    290.8   317     272
d   (4,2,3)     b   BWPM    3784.6      61.12   69      58
d   (4,2,3)     c   BTPM    3796.08     49.88   52      48
e   (6,3,3)     a   RDPM    34902.56    428.16  456     407
e   (6,3,3)     b   BWPM    8963.8      155.48  166     148
e   (6,3,3)     c   BTPM    8968.88     106.2   111     103
f   (8,4,3)     a   RDPM    48777.96    575.36  616     544
f   (8,4,3)     b   BWPM    15315.8     278.6   287     269
f   (8,4,3)     c   BTPM    15335.04    177.32  185     174
g   (4,2,4)     a   RDPM    22907.12    304.12  333     287
g   (4,2,4)     b   BWPM    4646.4      79.44   96      68
g   (4,2,4)     c   BTPM    4678.08     64.72   68      62
h   (6,3,4)     a   RDPM    36539.96    460.28  499     431
h   (6,3,4)     b   BWPM    11117.6     155.28  166     146
h   (6,3,4)     c   BTPM    11134.64    134.6   146     130
i   (8,4,4)     a   RDPM    51551.4     621.48  692     589
i   (8,4,4)     b   BWPM    18446.4     301.64  328     279
i   (8,4,4)     c   BTPM    18477.6     213.2   219     206
