code_param_id	code_param	method_id	method	 network_id  network   bandwidth	max_load    max_time    max_time_max    max_time_min
b	(6,3,3)     a       RDPM    a       0.5    0    0   0   0   0
b	(6,3,3)     b       BWPM    a       0.5    0    0   82677.0 83945.0 81635.0 
b	(6,3,3)     c       BTPM    a       0.5    0    0   67317.75 72003.0 64634.0
b	(6,3,3)     a       RDPM    b       1      0    0   0   0   0
b	(6,3,3)     b       BWPM    b       1      0    0   42882.0 43854.0 42367.0
b	(6,3,3)     c       BTPM    b       1      0    0   34467.5 35047.0 33524.0 
b	(6,3,3)     a       RDPM    c       2      0    0   0   0   0
b	(6,3,3)     b       BWPM    c       2      0    0   23095.0 24012.0 22612.0 
b	(6,3,3)     c       BTPM    c       2      0    0   19735.666666666668 20012.0 19410.0 
b	(6,3,3)     a       RDPM    d       5      0    0   0   0   0
b	(6,3,3)     b       BWPM    d       5      0    0   15423.0 15996.0 14408.0
b	(6,3,3)     c       BTPM    d       5      0    0   11505.666666666666 11679.0 11355.0
b	(6,3,3)     a       RDPM    e       10     0    0   0   0   0
b	(6,3,3)     b       BWPM    e       10     0    0   14655.6 16097.0 13647.0 
b	(6,3,3)     c       BTPM    e       10     0    0   10666.0 10992.0 10197.0 
