code_param_id	code_param	method_id	method num_stripes	bandwidth	max_load
a   (6,3,3)     a   RDPM    5000    229  17525
a   (6,3,3)     b   BWPM    5000    105  5108
a   (6,3,3)     c   BTPM    5000    65   5110
b   (8,4,2)     a   RDPM    5000    285  22938
b   (8,4,2)     b   BWPM    5000    131  5960
b   (8,4,2)     c   BTPM    5000    73   5963
a   (6,3,3)     a   RDPM    10000   426  34931
a   (6,3,3)     b   BWPM    10000   150  8902
a   (6,3,3)     c   BTPM    10000   105  8904
b   (8,4,2)     a   RDPM    10000   521  45743
b   (8,4,2)     b   BWPM    10000   222  11040
b   (8,4,2)     c   BTPM    10000   124  11051
a   (6,3,3)     a   RDPM    15000   606  52433
a   (6,3,3)     b   BWPM    15000   192  12634
a   (6,3,3)     c   BTPM    15000   146  12636
b   (8,4,2)     a   RDPM    15000   779  68755
b   (8,4,2)     b   BWPM    15000   301  15971
b   (8,4,2)     c   BTPM    15000   181  15977
a   (6,3,3)     a   RDPM    20000   821  70090
a   (6,3,3)     b   BWPM    20000   250  16213
a   (6,3,3)     c   BTPM    20000   191  16225
b   (8,4,2)     a   RDPM    20000   1011  91833
b   (8,4,2)     b   BWPM    20000   399  20806
b   (8,4,2)     c   BTPM    20000   229  20814









