code_param_id	code_param	method_id	method    bandwidth max_load    max_load_max    max_load_min
a   (6,2,4)       a   RDPM      26126.96    331.52  352     314
a   (6,2,4)       b   BWPM      5210.6      78.88   87      73
a   (6,2,4)       c   BTPM      5238.64     68.84   71      67
b   (6,3,4)       a   RDPM      36539.96    460.28  499     431
b   (6,3,4)       b   BWPM      11117.6     155.28  166     146
b   (6,3,4)       c   BTPM      11134.64    134.6   146     130
c   (10,2,4)      a   RDPM      35542.8     435.44  471     407
c   (10,2,4)      b   BWPM      7615.6      119.84  130     102
c   (10,2,4)      c   BTPM      7623.96     93.72   97      91
d   (10,4,4)      a   RDPM      57053.64    678.84  719     655
d   (10,4,4)      b   BWPM      20060.0     328.64  350     306
d   (10,4,4)      c   BTPM      20086.16    225.96  235     222
e   (16,4,4)      a   RDPM      79081.96    894.64  966     871
e   (16,4,4)      b   BWPM      31361.0     520.36  540     494
e   (16,4,4)      c   BTPM      31398.84    339.28  352     334
