code_param_id	code_param	method_id	method    bandwidth max_load    max_load_max    max_load_min
a   (6,2,2)       a   RDPM    22759.0     281.64  293     267
a   (6,2,2)       b   BWPM    2861.8      69.32   76      65
a   (6,2,2)       c   BTPM    2862.08     38.6    43      36
b   (6,3,2)       a   RDPM    33248.36    399.64  430     376
b   (6,3,2)       b   BWPM    6455.2      135.44  142     130  
b   (6,3,2)       c   BTPM    6457.16     78.4    82      76
c   (10,2,2)      a   RDPM    26701.68    324.28  344     313
c   (10,2,2)      b   BWPM    3803.6      78.08   82      75
c   (10,2,2)      c   BTPM    3803.92     48.4    51      47
d   (10,4,2)      a   RDPM    48392.92    553.68  574     535
d   (10,4,2)      b   BWPM    11570.6     226.6   248     216
d   (10,4,2)      c   BTPM    11579.44    132.0   137     129
e   (16,4,2)      a   RDPM    58195.84    662.72  700     642
e   (16,4,2)      b   BWPM    14213.8     255.24  278     246
e   (16,4,2)      c   BTPM    14231.4     160.2   162     157
