code_param_id	code_param	method_id	method	bandwidth	max_load
a	(4,2),3	a	RDRE	48577.0	1976.3333333333333
a	(4,2),3	b	BWRE	43344.333333333336	1790.6666666666667
a	(4,2),3	c	BTRE	43344.333333333336	1600.6666666666667
a	(4,2),3	d	RDPM	27204.666666666668	1050.3333333333333
a	(4,2),3	e	BWPM	1896.3333333333333	91.66666666666667
a	(4,2),3	f	BTPM	1920.6666666666667	83.66666666666667
a	(4,2),3	g	BT	1911.6666666666667	83.0
b	(6,2),3	a	RDRE	71606.66666666667	2192.0
b	(6,2),3	b	BWRE	63348.333333333336	1907.3333333333333
b	(6,2),3	c	BTRE	63348.333333333336	1676.0
b	(6,2),3	d	RDPM	30557.0	852.3333333333334
b	(6,2),3	e	BWPM	3229.3333333333335	108.66666666666667
b	(6,2),3	f	BTPM	3254.0	96.0
b	(6,2),3	g	BT	3245.6666666666665	96.33333333333333
c	(8,2),3	a	RDRE	94850.33333333333	2267.0
c	(8,2),3	b	BWRE	83361.33333333333	2066.0
c	(8,2),3	c	BTRE	83364.0	1695.0
c	(8,2),3	d	RDPM	33985.666666666664	737.6666666666666
c	(8,2),3	e	BWPM	4919.666666666667	134.0
c	(8,2),3	f	BTPM	4927.333333333333	111.33333333333333
c	(8,2),3	g	BT	4962.0	111.0
d	(12,2),3	a	RDRE	141102.33333333334	2497.0
d	(12,2),3	b	BWRE	123423.33333333333	2298.0
d	(12,2),3	c	BTRE	123457.66666666667	1720.0
d	(12,2),3	d	RDPM	40422.0	600.6666666666666
d	(12,2),3	e	BWPM	8351.333333333334	171.0
d	(12,2),3	f	BTPM	8364.333333333334	125.0
d	(12,2),3	g	BT	8381.666666666666	123.66666666666667
e	(16,2),3	a	RDRE	187312.33333333334	2672.6666666666665
e	(16,2),3	b	BWRE	163746.66666666666	2384.3333333333335
e	(16,2),3	c	BTRE	163793.0	1738.6666666666667
e	(16,2),3	d	RDPM	46719.333333333336	538.3333333333334
e	(16,2),3	e	BWPM	10366.0	175.0
e	(16,2),3	f	BTPM	10371.666666666666	120.0
e	(16,2),3	g	BT	10466.0	119.66666666666667
